
gev-mu=70,alpha=10,gamma=-0.3,N=e6.csv;rej_b=0.001;n=1.0e+01
VWLS,mu=57.69614447,alpha=45.74172282,gamma=1.46312958,n=15
MLE,mu=68.15021979,alpha=8.64170861,gamma=2.25186166,n=15
PWM,mu=95.56253992,alpha=89.86787452,gamma=0.53623395,n=15
L-moments,mu=74.76078609,alpha=34.65885894,gamma=0.81867188,n=15

gev-mu=70,alpha=10,gamma=1.6,N=e6.csv;rej_b=0.001;n=2.0e+01
VWLS,mu=51.55686217,alpha=27.21054509,gamma=1.50850978,n=18
MLE,mu=68.27521098,alpha=7.17736006,gamma=1.73773425,n=20
PWM,mu=81.06188457,alpha=53.53381948,gamma=0.63832190,n=20
L-moments,mu=70.88905044,alpha=21.23350700,gamma=0.85239575,n=20

gev-mu=70,alpha=10,gamma=1.6,N=e6.csv;rej_b=0.001;n=3.0e+01
VWLS,mu=42.45358548,alpha=14.75326488,gamma=1.51291961,n=17
MLE,mu=68.14297102,alpha=6.12436888,gamma=1.49291574,n=30
PWM,mu=73.35849844,alpha=28.56059006,gamma=0.72053925,n=30
L-moments,mu=69.34461037,alpha=13.01710501,gamma=0.86858342,n=30

gev-mu=70,alpha=10,gamma=1.6,N=e6.csv;rej_b=0.001;n=5.0e+01
VWLS,mu=50.95987435,alpha=48.12531806,gamma=0.91500549,n=50
MLE,mu=68.11041712,alpha=6.36931424,gamma=1.61644399,n=50
PWM,mu=74.11558426,alpha=29.88295789,gamma=0.73689048,n=50
L-moments,mu=71.26020276,alpha=19.77377522,gamma=0.82319429,n=50

gev-mu=70,alpha=10,gamma=1.6,N=e6.csv;rej_b=0.001;n=1.0e+02
VWLS,mu=97.97414567,alpha=13.25889628,gamma=1.40825246,n=20
MLE,mu=68.74834404,alpha=7.86003120,gamma=1.63539643,n=100
PWM,mu=73.96245556,alpha=29.54672028,gamma=0.81767805,n=100
L-moments,mu=72.18946179,alpha=22.80256391,gamma=0.85802532,n=100

gev-mu=70,alpha=10,gamma=1.6,N=e6.csv;rej_b=0.001;n=1.5e+02
VWLS,mu=123.31632977,alpha=19.61449723,gamma=1.17728627,n=26
MLE,mu=68.88461093,alpha=8.08407588,gamma=1.62629299,n=150
PWM,mu=74.10784373,alpha=28.19561390,gamma=0.80674749,n=150
L-moments,mu=72.98948313,alpha=24.08634359,gamma=0.83398800,n=150

gev-mu=70,alpha=10,gamma=1.6,N=e6.csv;rej_b=0.001;n=2.0e+02
VWLS,mu=-260.17505922,alpha=90.03212313,gamma=0.78139615,n=34
MLE,mu=69.24566869,alpha=8.65127520,gamma=1.62006071,n=200
PWM,mu=74.30727805,alpha=27.77296238,gamma=0.81712991,n=200
L-moments,mu=73.44883621,alpha=24.58608127,gamma=0.83741976,n=200

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=1.0e+01
VWLS,mu=73.41004475,alpha=7.10662354,gamma=2.45808624,n=8
MLE,mu=68.59440890,alpha=8.43789638,gamma=2.32006056,n=10
PWM,mu=95.30222672,alpha=78.45003243,gamma=0.37774624,n=10
L-moments,mu=72.30375350,alpha=18.64216649,gamma=0.84993065,n=10

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=1.5e+01
VWLS,mu=53.07426556,alpha=53.17491723,gamma=1.52794314,n=15
MLE,mu=68.15369572,alpha=8.52095930,gamma=2.39274125,n=15
PWM,mu=101.64431222,alpha=110.21939221,gamma=0.55950999,n=15
L-moments,mu=75.74778260,alpha=40.92805241,gamma=0.83386141,n=15

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=2.0e+01
VWLS,mu=39.31395584,alpha=32.75650390,gamma=1.55203182,n=16
MLE,mu=68.29420436,alpha=7.07300768,gamma=1.84029816,n=20
PWM,mu=84.01303757,alpha=65.01262700,gamma=0.65850922,n=20
L-moments,mu=71.33813226,alpha=24.89855465,gamma=0.86543833,n=20

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=3.0e+01
VWLS,mu=31.29539819,alpha=16.86815103,gamma=1.56835367,n=16
MLE,mu=68.16193869,alpha=6.00949922,gamma=1.58262197,n=30
PWM,mu=74.49918776,alpha=33.82321121,gamma=0.74070241,n=30
L-moments,mu=69.53361179,alpha=14.87542502,gamma=0.88245680,n=30

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=5.0e+01
VWLS,mu=44.50360493,alpha=58.73059813,gamma=0.94415127,n=50
MLE,mu=68.13638501,alpha=6.26356105,gamma=1.70898589,n=50
PWM,mu=75.40171184,alpha=35.67098791,gamma=0.75350307,n=50
L-moments,mu=71.85623813,alpha=23.31378510,gamma=0.83648077,n=50

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=1.0e+02
VWLS,mu=151.71675999,alpha=11.20134800,gamma=1.54530648,n=18
MLE,mu=68.76614553,alpha=7.77772295,gamma=1.73190919,n=100
PWM,mu=74.98040252,alpha=35.70615310,gamma=0.83520804,n=100
L-moments,mu=72.68871298,alpha=26.99199566,gamma=0.87430149,n=100

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=1.5e+02
VWLS,mu=241.38014504,alpha=14.68107560,gamma=1.33319359,n=22
MLE,mu=68.89749679,alpha=8.00668225,gamma=1.72389407,n=150
PWM,mu=75.06510385,alpha=33.57582942,gamma=0.82534055,n=150
L-moments,mu=73.64388681,alpha=28.35484655,gamma=0.85167177,n=150

gev-mu=70,alpha=10,gamma=1.7,N=e6.csv;rej_b=0.001;n=2.0e+02
VWLS,mu=-404.34510272,alpha=111.80889861,gamma=0.81900539,n=33
MLE,mu=65.64646493,alpha=1.33646104,gamma=0.95296734,n=200
PWM,mu=75.18675837,alpha=33.00086554,gamma=0.83622351,n=200
L-moments,mu=74.09077879,alpha=28.92153499,gamma=0.85584815,n=200

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=1.0e+01
VWLS,mu=73.63221091,alpha=6.95305810,gamma=2.59343311,n=8
MLE,mu=68.48162422,alpha=8.24068185,gamma=2.50043301,n=10
PWM,mu=99.64633346,alpha=92.01313918,gamma=0.41301258,n=10
L-moments,mu=72.53269344,alpha=20.50482408,gamma=0.86667161,n=10

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=1.5e+01
VWLS,mu=46.91519981,alpha=62.14248585,gamma=1.59118341,n=15
MLE,mu=68.15453912,alpha=8.39382217,gamma=2.53728500,n=15
PWM,mu=109.51804551,alpha=136.90345469,gamma=0.57892592,n=15
L-moments,mu=76.89012692,alpha=48.87374612,gamma=0.84704833,n=15

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=2.0e+01
VWLS,mu=25.34692827,alpha=38.72412137,gamma=1.60364814,n=15
MLE,mu=68.31226168,alpha=6.96869295,gamma=1.94352482,n=20
PWM,mu=87.82921306,alpha=80.08083114,gamma=0.67522852,n=20
L-moments,mu=71.83773583,alpha=29.56357380,gamma=0.87662814,n=20

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=3.0e+01
VWLS,mu=15.41962061,alpha=19.45724701,gamma=1.62145237,n=15
MLE,mu=68.18079976,alpha=5.89649995,gamma=1.67252463,n=30
PWM,mu=75.95741753,alpha=40.73973322,gamma=0.75728698,n=30
L-moments,mu=69.72180921,alpha=17.25307587,gamma=0.89413627,n=30

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=5.0e+01
VWLS,mu=35.81922110,alpha=72.16316718,gamma=0.97190531,n=50
MLE,mu=68.16229306,alpha=6.15954765,gamma=1.80141081,n=50
PWM,mu=77.01832869,alpha=43.18279493,gamma=0.76747705,n=50
L-moments,mu=72.56274408,alpha=27.85012744,gamma=0.84784994,n=50

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=1.0e+02
VWLS,mu=251.60263313,alpha=8.92354529,gamma=1.69583826,n=16
MLE,mu=68.78383704,alpha=7.69656591,gamma=1.82823948,n=100
PWM,mu=76.22726880,alpha=43.93245955,gamma=0.84998328,n=100
L-moments,mu=73.22001092,alpha=32.46316481,gamma=0.88813911,n=100

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=1.5e+02
VWLS,mu=435.21201337,alpha=10.32447585,gamma=1.50138586,n=19
MLE,mu=68.91036008,alpha=7.93010820,gamma=1.82139248,n=150
PWM,mu=76.21291706,alpha=40.61361228,gamma=0.84134933,n=150
L-moments,mu=74.37988245,alpha=33.85757368,gamma=0.86699059,n=150

gev-mu=70,alpha=10,gamma=1.8,N=e6.csv;rej_b=0.001;n=2.0e+02
VWLS,mu=-641.56983508,alpha=143.46637391,gamma=0.84953132,n=31
MLE,mu=69.26259077,alpha=8.55310120,gamma=1.81580016,n=200
PWM,mu=76.22653137,alpha=39.86329083,gamma=0.85254769,n=200
L-moments,mu=74.80509162,alpha=34.54181944,gamma=0.87167141,n=200

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=1.0e+01
VWLS,mu=75.62241658,alpha=6.57444577,gamma=2.74542358,n=7
MLE,mu=65.60507011,alpha=1.25593372,gamma=8.55969726,n=10
PWM,mu=105.17456800,alpha=109.25508558,gamma=0.44225590,n=10
L-moments,mu=72.74987397,alpha=22.75690461,gamma=0.88117422,n=10

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=1.5e+01
VWLS,mu=38.75196679,alpha=72.95425298,gamma=1.65311716,n=15
MLE,mu=68.15146196,alpha=8.25779909,gamma=2.68663789,n=15
PWM,mu=119.74441438,alpha=171.99594483,gamma=0.59518102,n=15
L-moments,mu=78.21530276,alpha=58.97456577,gamma=0.85852758,n=15

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=2.0e+01
VWLS,mu=4.96798157,alpha=46.12790217,gamma=1.65307441,n=14
MLE,mu=66.99367849,alpha=2.37493019,gamma=0.89137545,n=20
PWM,mu=92.77955712,alpha=99.90992149,gamma=0.68910838,n=20
L-moments,mu=72.39211888,alpha=35.51652606,gamma=0.88625174,n=20

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=3.0e+01
VWLS,mu=-7.60116826,alpha=22.66845536,gamma=1.67180855,n=14
MLE,mu=68.19937384,alpha=5.78517584,gamma=1.76268083,n=30
PWM,mu=77.82821610,alpha=49.84173980,gamma=0.77092099,n=30
L-moments,mu=69.90237303,alpha=20.29808626,gamma=0.90396942,n=30

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=5.0e+01
VWLS,mu=24.15134773,alpha=89.21337780,gamma=0.99843646,n=50
MLE,mu=68.18811989,alpha=6.05744894,gamma=1.89375788,n=50
PWM,mu=79.06124459,alpha=52.95220398,gamma=0.77925765,n=50
L-moments,mu=73.40636900,alpha=33.67597214,gamma=0.85760319,n=50

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=1.0e+02
VWLS,mu=441.39726922,alpha=6.50918020,gamma=1.86663483,n=14
MLE,mu=68.80118247,alpha=7.61635654,gamma=1.92444565,n=100
PWM,mu=77.76475928,alpha=54.98723922,gamma=0.86244361,n=100
L-moments,mu=73.76656181,alpha=39.64678397,gamma=0.89990514,n=100

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=1.5e+02
VWLS,mu=804.49835179,alpha=6.07233005,gamma=1.70747171,n=16
MLE,mu=67.56022854,alpha=3.03980912,gamma=0.75257542,n=150
PWM,mu=77.59490819,alpha=49.87419786,gamma=0.85513658,n=150
L-moments,mu=75.19989113,alpha=40.98849070,gamma=0.88025942,n=150

gev-mu=70,alpha=10,gamma=1.9,N=e6.csv;rej_b=0.001;n=2.0e+02
VWLS,mu=-972.65212275,alpha=183.34543010,gamma=0.88124248,n=30
MLE,mu=67.68837859,alpha=3.15403670,gamma=0.74352907,n=200
PWM,mu=77.45849923,alpha=48.93400321,gamma=0.86647596,n=200
L-moments,mu=75.58931095,alpha=41.87521949,gamma=0.88522633,n=200

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=1.0e+01
VWLS,mu=75.83737551,alpha=6.46488512,gamma=2.87833756,n=7
MLE,mu=67.90361185,alpha=7.22472764,gamma=3.12739259,n=10
PWM,mu=112.19713027,alpha=131.22253126,gamma=0.46650735,n=10
L-moments,mu=72.94316576,alpha=25.48113511,gamma=0.89372750,n=10

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=1.5e+01
VWLS,mu=27.97955357,alpha=85.98284993,gamma=1.71398306,n=15
MLE,mu=68.14294085,alpha=8.10971288,gamma=2.84245822,n=15
PWM,mu=133.07452538,alpha=218.28741677,gamma=0.60885305,n=15
L-moments,mu=79.75517726,alpha=71.85680743,gamma=0.86855387,n=15

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=2.0e+01
VWLS,mu=-12.55020098,alpha=53.20124279,gamma=1.71569851,n=14
MLE,mu=68.34535543,alpha=6.75989824,gamma=2.15240540,n=20
PWM,mu=99.22505776,alpha=126.07553265,gamma=0.70067217,n=20
L-moments,mu=73.00432081,alpha=43.13568406,gamma=0.89455572,n=20

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=3.0e+01
VWLS,mu=-41.05665441,alpha=26.65599372,gamma=1.71963044,n=13
MLE,mu=68.21767223,alpha=5.67553998,gamma=1.85310762,n=30
PWM,mu=80.23940055,alpha=61.84471365,gamma=0.78213822,n=30
L-moments,mu=70.06498453,alpha=24.20597306,gamma=0.91225863,n=30

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=5.0e+01
VWLS,mu=-119.51292842,alpha=151.02195031,gamma=0.92500787,n=32
MLE,mu=68.21366916,alpha=5.95701172,gamma=1.98602619,n=50
PWM,mu=81.65702166,alpha=65.68965328,gamma=0.78922390,n=50
L-moments,mu=74.42081626,alpha=41.17764866,gamma=0.86600047,n=50

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=1.0e+02
VWLS,mu=801.82245111,alpha=4.19433675,gamma=2.06580971,n=12
MLE,mu=68.81811240,alpha=7.53708046,gamma=2.02055474,n=100
PWM,mu=79.67381648,alpha=69.94165837,gamma=0.87296933,n=100
L-moments,mu=74.29670623,alpha=49.13575589,gamma=0.90992142,n=100

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=1.5e+02
VWLS,mu=1558.65431681,alpha=2.49666181,gamma=1.98944274,n=13
MLE,mu=68.93559992,alpha=7.77937697,gamma=2.01624258,n=150
PWM,mu=79.26543488,alpha=62.13781345,gamma=0.86702341,n=150
L-moments,mu=76.09986433,alpha=50.28274506,gamma=0.89176032,n=150

gev-mu=70,alpha=10,gamma=2,N=e6.csv;rej_b=0.001;n=2.0e+02
VWLS,mu=-1538.75404696,alpha=243.92260250,gamma=0.90430610,n=28
MLE,mu=69.28010067,alpha=8.45673272,gamma=2.01105495,n=200
PWM,mu=78.92087667,alpha=61.01273230,gamma=0.87834621,n=200
L-moments,mu=76.43250784,alpha=51.51179843,gamma=0.89682095,n=200
